timestamp,time_label,scenario_id,plant_id,unit_id,horizon,business_name,model_family,actual_mw,forecast_p50_mw,forecast_p10_mw,forecast_p90_mw,error_mw,rolling_nmae_pct,rolling_coverage_pct,rolling_bias_mw,band_width_mw,event_probability,lead_time_minutes,phase_error_minutes,ramp_hit_rate_so_far_pct,scada_quality,met_quality,output_status,root_cause,learning_signal,model_action_code,plain_language_learning,ui_badge
2025-01-05T05:50:00,05:50,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,4.22,4.288,1.728,6.848,-0.068,0.058,100.0,-0.029,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T05:55:00,05:55,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,4.614,4.704,2.144,7.264,-0.09,0.088,100.0,-0.044,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:00:00,06:00,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,5.003,5.118,2.558,7.678,-0.115,0.124,100.0,-0.062,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:05:00,06:05,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,5.386,5.528,2.968,8.088,-0.142,0.165,100.0,-0.083,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:10:00,06:10,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,5.766,5.936,3.376,8.496,-0.17,0.211,100.0,-0.106,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:15:00,06:15,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,6.141,6.34,3.78,8.9,-0.198,0.261,100.0,-0.131,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:20:00,06:20,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,6.514,6.741,4.181,9.301,-0.227,0.314,100.0,-0.157,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:25:00,06:25,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,6.883,7.138,4.578,9.698,-0.255,0.369,100.0,-0.185,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:30:00,06:30,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,7.25,7.532,4.972,10.092,-0.282,0.425,100.0,-0.212,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:35:00,06:35,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,7.615,7.922,5.362,10.482,-0.307,0.48,100.0,-0.24,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:40:00,06:40,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,7.98,8.308,5.748,10.868,-0.329,0.533,100.0,-0.266,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:45:00,06:45,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,8.344,8.691,6.131,11.251,-0.347,0.583,100.0,-0.291,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:50:00,06:50,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,8.707,9.069,6.509,11.629,-0.362,0.627,100.0,-0.314,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T06:55:00,06:55,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,9.072,9.444,6.884,12.004,-0.372,0.666,100.0,-0.333,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:00:00,07:00,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,9.436,9.814,7.254,12.374,-0.377,0.698,100.0,-0.349,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:05:00,07:05,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,9.802,10.179,7.619,12.739,-0.377,0.721,100.0,-0.361,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:10:00,07:10,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,10.169,10.541,7.981,13.101,-0.372,0.736,100.0,-0.368,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:15:00,07:15,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,10.537,10.897,8.337,13.457,-0.361,0.74,100.0,-0.37,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:20:00,07:20,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,10.905,11.25,8.69,13.81,-0.344,0.734,100.0,-0.367,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:25:00,07:25,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,11.274,11.597,9.037,14.157,-0.323,0.718,100.0,-0.359,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:30:00,07:30,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,11.643,11.94,9.38,14.5,-0.296,0.691,100.0,-0.346,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:35:00,07:35,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,12.011,12.277,9.717,14.837,-0.266,0.654,100.0,-0.327,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:40:00,07:40,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,12.379,12.61,10.05,15.17,-0.231,0.607,100.0,-0.304,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:45:00,07:45,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,12.744,12.938,10.378,15.498,-0.194,0.551,100.0,-0.276,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:50:00,07:50,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,13.106,13.26,10.7,15.82,-0.154,0.488,100.0,-0.244,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T07:55:00,07:55,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,13.465,13.577,11.017,16.137,-0.113,0.418,100.0,-0.209,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:00:00,08:00,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,13.818,13.889,11.329,16.449,-0.071,0.343,100.0,-0.171,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:05:00,08:05,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,14.166,14.196,11.636,16.756,-0.03,0.264,100.0,-0.132,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:10:00,08:10,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,14.506,14.497,11.937,17.057,0.01,0.19,100.0,-0.092,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:15:00,08:15,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,14.839,14.792,12.232,17.352,0.046,0.141,100.0,-0.052,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:20:00,08:20,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,15.162,15.082,12.522,17.642,0.08,0.116,100.0,-0.013,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:25:00,08:25,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,15.476,15.367,12.807,17.927,0.109,0.115,100.0,0.024,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:30:00,08:30,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,15.778,15.645,13.085,18.205,0.132,0.136,100.0,0.058,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:35:00,08:35,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,16.068,15.918,13.358,18.478,0.15,0.176,100.0,0.088,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:40:00,08:40,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,16.346,16.185,13.625,18.745,0.16,0.226,100.0,0.113,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:45:00,08:45,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,16.61,16.446,13.886,19.006,0.164,0.265,100.0,0.132,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:50:00,08:50,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,16.861,16.701,14.141,19.261,0.16,0.292,100.0,0.146,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T08:55:00,08:55,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,17.098,16.95,14.39,19.51,0.148,0.305,100.0,0.152,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:00:00,09:00,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,17.321,17.193,14.633,19.753,0.128,0.303,100.0,0.152,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:05:00,09:05,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,17.53,17.43,14.87,19.99,0.1,0.287,100.0,0.143,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:10:00,09:10,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,17.726,17.661,15.101,20.221,0.065,0.255,100.0,0.127,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:15:00,09:15,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,17.908,17.886,15.326,20.446,0.022,0.207,100.0,0.104,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:20:00,09:20,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,18.078,18.104,15.544,20.664,-0.026,0.163,100.0,0.073,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:25:00,09:25,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,18.235,18.316,15.756,20.876,-0.081,0.141,100.0,0.035,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:30:00,09:30,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,18.382,18.522,15.962,21.082,-0.14,0.145,100.0,-0.01,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:35:00,09:35,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,18.518,18.721,16.161,21.281,-0.203,0.179,100.0,-0.06,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:40:00,09:40,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,18.645,18.914,16.354,21.474,-0.268,0.247,100.0,-0.116,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:45:00,09:45,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,18.764,19.1,16.54,21.66,-0.336,0.351,100.0,-0.176,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:50:00,09:50,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,18.877,19.28,16.72,21.84,-0.403,0.477,100.0,-0.238,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T09:55:00,09:55,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,18.984,19.453,16.893,22.013,-0.469,0.606,100.0,-0.303,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T10:00:00,10:00,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,19.087,19.62,17.06,22.18,-0.533,0.737,100.0,-0.369,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T10:05:00,10:05,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,19.187,19.78,17.22,22.34,-0.593,0.867,100.0,-0.434,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T10:10:00,10:10,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,19.285,19.934,17.374,22.494,-0.649,0.994,100.0,-0.497,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T10:15:00,10:15,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,19.382,20.081,17.521,22.641,-0.699,1.115,100.0,-0.558,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T10:20:00,10:20,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,19.48,20.221,17.661,22.781,-0.742,1.228,100.0,-0.614,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
2025-01-05T10:25:00,10:25,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,5min,Real-time nowcast / control-room forecast,persistence + ramp-rate correction + SCADA quality gate,19.578,20.355,17.795,22.915,-0.777,1.331,100.0,-0.665,5.12,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Continue normal nowcast update.,OK
